fee_rate,strategy_name,segment_name,drawdown_threshold,episode_start_date,episode_end_date,max_drawdown_in_episode,average_tau_during_episode,average_position_during_episode,average_gate_during_episode,average_base_exposure_C_during_episode,average_base_exposure_E_during_episode,average_unsmoothed_target_during_episode
0.0,v4.2_candidate_C,ETH_extra_early_2y,0.1,2023-04-19,2023-05-17,0.12285162534576921,0.1645356453430718,0.035669822129367076,1.0,0.11929124338099718,0.11929124338099718,0.03473255038871214
0.0,v4.2_candidate_C,ETH_3y_recent,0.05,2023-05-18,2024-02-26,0.14223571474992824,0.14067760774503804,0.08342999025215002,1.0,0.24018504660133136,0.24018504660133136,0.08342999025215002
0.0,v4.2_candidate_C,ETH_3y_recent,0.05,2024-03-16,2025-07-16,0.1136789513162687,-0.03505345419827825,0.05446122671361836,1.0,0.15906655929760818,0.15906655929760818,0.05446122671361836
0.0,v4.2_candidate_C,ETH_3y_recent,0.05,2025-08-19,2025-08-19,0.05696334916091528,0.6254927849593537,0.20587481134831018,1.0,0.5838808721770596,0.5838808721770596,0.20587481134831018
0.0,v4.2_candidate_C,ETH_3y_recent,0.05,2025-08-21,2025-08-21,0.051443036701790845,0.6681641174077375,0.24001404590423195,1.0,0.6312934637863751,0.6312934637863751,0.24001404590423195
0.0,v4.2_candidate_C,ETH_3y_recent,0.05,2025-08-25,2025-08-25,0.050845363290446755,0.5457431882242483,0.18929818642843632,1.0,0.49527020913805364,0.49527020913805364,0.18929818642843632
0.0,v4.2_candidate_C,ETH_3y_recent,0.05,2025-08-29,2025-09-11,0.057762944303591635,0.4810215739457739,0.1619586769245844,1.0,0.4233573043841933,0.4233573043841933,0.1619586769245844
0.0,v4.2_candidate_C,ETH_3y_recent,0.05,2025-09-15,2025-09-16,0.05134435908193469,0.5470836985692547,0.19609803500718653,1.0,0.4967596650769496,0.4967596650769496,0.19609803500718653
0.0,v4.2_candidate_C,ETH_3y_recent,0.05,2025-09-19,2026-05-16,0.09548303551660542,-0.23403450595158323,0.018852758610440067,1.0,0.04761771212345734,0.04761771212345734,0.018852758610440067
0.0,v4.2_candidate_C,ETH_3y_recent,0.1,2023-05-18,2023-12-04,0.14223571474992824,-0.007952037250127046,0.04908847923790448,1.0,0.15003031935437602,0.15003031935437602,0.04908847923790448
0.0,v4.2_candidate_C,ETH_3y_recent,0.1,2023-12-06,2023-12-06,0.10554885871099706,0.739917918083134,0.2493512576479203,1.0,0.71101990898126,0.71101990898126,0.2493512576479203
0.0,v4.2_candidate_C,ETH_3y_recent,0.1,2023-12-11,2024-02-13,0.12041085818014396,0.39815228723698926,0.11461693988757016,1.0,0.3513743702192787,0.3513743702192787,0.11461693988757016
0.0,v4.2_candidate_C,ETH_3y_recent,0.1,2024-06-11,2024-11-08,0.1136789513162687,-0.23195036172139458,0.009443550890255066,1.0,0.02725305162360651,0.02725305162360651,0.009443550890255066
0.0,v4.2_candidate_C,ETH_3y_recent,0.1,2024-11-14,2024-11-17,0.10409103854637192,0.5436227656722172,0.1508438826334097,1.0,0.49291418408024135,0.49291418408024135,0.1508438826334097
0.0,v4.2_candidate_C,ETH_3y_recent,0.1,2024-11-19,2024-11-20,0.10516890034165016,0.503483571568526,0.13306072332131455,1.0,0.44831507952058436,0.44831507952058436,0.13306072332131455
0.0,v4.2_candidate_C,ETH_3y_recent,0.1,2025-01-07,2025-05-08,0.1066633654037874,-0.4633960410853101,0.001281211653610073,1.0,0.0038591203451666875,0.0038591203451666875,0.001281211653610073
0.0,v4.2_candidate_C,ETH_3y_recent,0.1,2025-06-05,2025-06-06,0.10199799831062717,0.31860570679708333,0.0702811984284433,1.0,0.24289522977453704,0.24289522977453704,0.0702811984284433
0.0,v4.2_candidate_C,ETH_3y_recent,0.1,2025-06-13,2025-07-09,0.10860432005924536,0.20979284665923453,0.0480916343130632,1.0,0.15726910482223383,0.15726910482223383,0.0480916343130632
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2021-05-19,2021-07-31,0.0554744049753042,-0.3298036698055859,0.004688661420078468,1.0,0.010616746770414938,0.010616746770414938,0.004688661420078468
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2021-08-03,2021-08-03,0.05291641657130375,0.37712403971348923,0.12821875989115605,1.0,0.30791559968165466,0.30791559968165466,0.12821875989115605
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2021-09-07,2021-09-07,0.053280889483503846,0.4310913129854109,0.20600604967004427,1.0,0.3678792366504566,0.3678792366504566,0.13504313849667776
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2021-09-09,2021-10-19,0.0706070188190322,0.25567862955500364,0.09553686871955322,1.0,0.2441349139516154,0.2441349139516154,0.09553686871955322
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2021-10-22,2021-10-22,0.05429458098924911,0.6045718276890182,0.2240180513807447,1.0,0.5606353640989091,0.5606353640989091,0.2240180513807447
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2021-10-27,2021-10-27,0.05982526589299231,0.48037705919199636,0.15501208134749261,1.0,0.422641176879996,0.422641176879996,0.15501208134749261
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2021-11-16,2024-02-26,0.14223571474992824,0.00268611983605648,0.05995700844243515,1.0,0.17536370886267877,0.17536370886267877,0.05992437833381691
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2024-03-16,2025-07-16,0.1136789513162687,-0.03505345419827825,0.05446122671361836,1.0,0.15906655929760818,0.15906655929760818,0.05446122671361836
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2025-08-19,2025-08-19,0.05696334916091528,0.6254927849593537,0.20587481134831018,1.0,0.5838808721770596,0.5838808721770596,0.20587481134831018
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2025-08-21,2025-08-21,0.051443036701790845,0.6681641174077375,0.24001404590423195,1.0,0.6312934637863751,0.6312934637863751,0.24001404590423195
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2025-08-25,2025-08-25,0.050845363290446755,0.5457431882242483,0.18929818642843632,1.0,0.49527020913805364,0.49527020913805364,0.18929818642843632
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2025-08-29,2025-09-11,0.057762944303591635,0.4810215739457739,0.1619586769245844,1.0,0.4233573043841933,0.4233573043841933,0.1619586769245844
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2025-09-15,2025-09-16,0.05134435908193469,0.5470836985692547,0.19609803500718653,1.0,0.4967596650769496,0.4967596650769496,0.19609803500718653
0.0,v4.2_candidate_C,ETH_5y_full,0.05,2025-09-19,2026-05-16,0.09548303551660542,-0.23403450595158323,0.018852758610440067,1.0,0.04761771212345734,0.04761771212345734,0.018852758610440067
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2022-08-03,2022-08-04,0.10057939385544634,0.2556023118208729,0.05320143497773412,1.0,0.17289145757874763,0.17289145757874763,0.05320143497773412
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2022-08-09,2022-08-09,0.10093868927106509,0.36288214519741185,0.09035010734276118,1.0,0.2920912724415687,0.2920912724415687,0.09035010734276118
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2022-08-19,2023-01-14,0.1313630067427639,-0.14931695933429107,0.020864551264504216,1.0,0.06404281307397688,0.06404281307397688,0.020864551264504216
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2023-01-18,2023-01-19,0.10771800440921164,0.7438114191422958,0.24997973753281133,1.0,0.7153460212692175,0.7153460212692175,0.24997973753281133
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2023-01-24,2023-01-24,0.10190131586333417,0.6424767331966584,0.18092869662952912,1.0,0.6027519257740649,0.6027519257740649,0.18092869662952912
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2023-01-28,2023-01-28,0.10101978416286705,0.6424149924110027,0.19399038242879357,1.0,0.6026833249011142,0.6026833249011142,0.19399038242879357
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2023-01-30,2023-01-31,0.10358013910911512,0.5665005078882753,0.1531701999000747,1.0,0.5183338976536392,0.5183338976536392,0.1531701999000747
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2023-02-06,2023-02-06,0.1004865263240271,0.6037204849017495,0.18672328069954072,1.0,0.5596894276686105,0.5596894276686105,0.18672328069954072
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2023-02-09,2023-04-13,0.12102860425677298,0.38272877017204904,0.10636692252742859,1.0,0.342551694024388,0.342551694024388,0.10636692252742859
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2023-04-19,2023-12-04,0.14223571474992824,0.013796409685537145,0.0473965616024802,1.0,0.14615452281860217,0.14615452281860217,0.04727838386126718
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2023-12-06,2023-12-06,0.10554885871099706,0.739917918083134,0.2493512576479203,1.0,0.71101990898126,0.71101990898126,0.2493512576479203
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2023-12-11,2024-02-13,0.12041085818014396,0.39815228723698926,0.11461693988757016,1.0,0.3513743702192787,0.3513743702192787,0.11461693988757016
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2024-06-11,2024-11-08,0.1136789513162687,-0.23195036172139458,0.009443550890255066,1.0,0.02725305162360651,0.02725305162360651,0.009443550890255066
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2024-11-14,2024-11-17,0.10409103854637192,0.5436227656722172,0.1508438826334097,1.0,0.49291418408024135,0.49291418408024135,0.1508438826334097
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2024-11-19,2024-11-20,0.10516890034165016,0.503483571568526,0.13306072332131455,1.0,0.44831507952058436,0.44831507952058436,0.13306072332131455
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2025-01-07,2025-05-08,0.1066633654037874,-0.4633960410853101,0.001281211653610073,1.0,0.0038591203451666875,0.0038591203451666875,0.001281211653610073
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2025-06-05,2025-06-06,0.10199799831062717,0.31860570679708333,0.0702811984284433,1.0,0.24289522977453704,0.24289522977453704,0.0702811984284433
0.0,v4.2_candidate_C,ETH_5y_full,0.1,2025-06-13,2025-07-09,0.10860432005924536,0.20979284665923453,0.0480916343130632,1.0,0.15726910482223383,0.15726910482223383,0.0480916343130632
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.05,2021-05-19,2021-07-31,0.0554744049753042,-0.3298036698055859,0.0046186642858642565,1.0,0.010616746770414938,0.010616746770414938,0.004686403433171878
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.05,2021-08-03,2021-08-03,0.053020746663100304,0.37712403971348923,0.12815617715741182,1.0,0.30791559968165466,0.30791559968165466,0.12815617715741182
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.05,2021-09-07,2021-09-07,0.05328088948350396,0.4310913129854109,0.2060060496700441,1.0,0.3678792366504566,0.3678792366504566,0.13504313849667768
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.05,2021-09-09,2021-10-19,0.07076456595892111,0.25567862955500364,0.0956386412736165,1.0,0.2441349139516154,0.2441349139516154,0.09550969531333418
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.05,2021-10-22,2021-10-22,0.05434117932759874,0.6045718276890182,0.2239688977035024,1.0,0.5606353640989091,0.5606353640989091,0.2239688977035024
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.05,2021-10-27,2021-10-27,0.059870299128529814,0.48037705919199636,0.15497833232266314,1.0,0.422641176879996,0.422641176879996,0.15497833232266314
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.05,2021-11-16,2023-05-17,0.13084034300447434,-0.06907952624799414,0.04794358407724542,1.0,0.14165188175407295,0.14165188175407295,0.04786096057126175
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2022-08-03,2022-08-04,0.10064725405850106,0.2556023118208729,0.05724762361760219,1.0,0.17289145757874763,0.17289145757874763,0.053187547272104035
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2022-08-06,2022-08-06,0.10004624627629777,0.363875356968544,0.09254963493420733,1.0,0.29319484107616,0.29319484107616,0.09254963493420733
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2022-08-09,2022-08-09,0.10123150644281165,0.36288214519741185,0.0901904718767713,1.0,0.2920912724415687,0.2920912724415687,0.0901904718767713
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2022-08-19,2023-01-13,0.13084034300447434,-0.15582620133794503,0.019025123129940324,1.0,0.05911479261271626,0.05911479261271626,0.01902697177955662
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2023-01-18,2023-01-19,0.10715188482646376,0.7438114191422958,0.25087289576896565,1.0,0.7153460212692175,0.7153460212692175,0.25087289576896565
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2023-01-24,2023-01-24,0.10100470727148447,0.6424767331966584,0.18191326178912892,1.0,0.6027519257740649,0.6027519257740649,0.18191326178912892
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2023-01-28,2023-01-28,0.10018029075285495,0.6424149924110027,0.19497351984250835,1.0,0.6026833249011142,0.6026833249011142,0.19497351984250835
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2023-01-30,2023-01-31,0.10275696780357813,0.5665005078882753,0.15394403589822203,1.0,0.5183338976536392,0.5183338976536392,0.15394403589822203
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2023-02-09,2023-04-12,0.12026534639271891,0.3765280578263585,0.10443875837220673,1.0,0.3361129440538659,0.3361129440538659,0.10408056166682675
0.0,v4.2_candidate_D,ETH_extra_early_2y,0.1,2023-04-19,2023-05-17,0.12216934528946677,0.1645356453430718,0.036172169963753824,1.0,0.11929124338099718,0.11929124338099718,0.03490717618524863
0.0,v4.2_candidate_D,ETH_3y_recent,0.05,2023-05-18,2024-02-26,0.1420815497821023,0.14067760774503804,0.0837565375190748,1.0,0.24018504660133136,0.24018504660133136,0.08333660082568213
0.0,v4.2_candidate_D,ETH_3y_recent,0.05,2024-03-16,2025-07-16,0.11400491642840827,-0.03505345419827825,0.054224079692321125,1.0,0.15906655929760818,0.15906655929760818,0.054303398509408955
0.0,v4.2_candidate_D,ETH_3y_recent,0.05,2025-08-02,2025-08-02,0.05111829192214179,0.6070966702963483,0.19707131460861874,1.0,0.5634407447737203,0.5634407447737203,0.19707131460861874
0.0,v4.2_candidate_D,ETH_3y_recent,0.05,2025-08-19,2025-08-19,0.05669846432166903,0.6254927849593537,0.20613486024480585,1.0,0.5838808721770596,0.5838808721770596,0.20613486024480585
0.0,v4.2_candidate_D,ETH_3y_recent,0.05,2025-08-21,2025-08-21,0.051169848035236054,0.6681641174077375,0.2403187016577182,1.0,0.6312934637863751,0.6312934637863751,0.2403187016577182
0.0,v4.2_candidate_D,ETH_3y_recent,0.05,2025-08-25,2025-08-25,0.05087043508417799,0.5457431882242483,0.18927619580466756,1.0,0.49527020913805364,0.49527020913805364,0.18927619580466756
0.0,v4.2_candidate_D,ETH_3y_recent,0.05,2025-08-29,2025-09-11,0.05786136489820637,0.4810215739457739,0.16024387199723625,1.0,0.4233573043841933,0.4233573043841933,0.1619155765000951
0.0,v4.2_candidate_D,ETH_3y_recent,0.05,2025-09-15,2025-09-16,0.0514493482673718,0.5470836985692547,0.1960023700860523,1.0,0.4967596650769496,0.4967596650769496,0.1960023700860523
0.0,v4.2_candidate_D,ETH_3y_recent,0.05,2025-09-19,2026-05-16,0.09559686116999566,-0.23403450595158323,0.019045155414294388,1.0,0.04761771212345734,0.04761771212345734,0.01885575988647031
0.0,v4.2_candidate_D,ETH_3y_recent,0.1,2023-05-18,2023-12-04,0.1420815497821023,-0.007952037250127046,0.04964342257253643,1.0,0.15003031935437602,0.15003031935437602,0.04905105502741918
0.0,v4.2_candidate_D,ETH_3y_recent,0.1,2023-12-06,2023-12-06,0.10622588596797766,0.739917918083134,0.24830346783416807,1.0,0.71101990898126,0.71101990898126,0.24830346783416807
0.0,v4.2_candidate_D,ETH_3y_recent,0.1,2023-12-11,2024-02-13,0.12058936742371296,0.39815228723698926,0.11459258719893545,1.0,0.3513743702192787,0.3513743702192787,0.11457037746427798
0.0,v4.2_candidate_D,ETH_3y_recent,0.1,2024-06-11,2024-11-08,0.11400491642840827,-0.23195036172139458,0.009362704726172207,1.0,0.02725305162360651,0.02725305162360651,0.009429900546334483
0.0,v4.2_candidate_D,ETH_3y_recent,0.1,2024-11-14,2024-11-17,0.10444020916572683,0.5436227656722172,0.15051944692107874,1.0,0.49291418408024135,0.49291418408024135,0.15051944692107874
0.0,v4.2_candidate_D,ETH_3y_recent,0.1,2024-11-19,2024-11-20,0.10551516719310583,0.503483571568526,0.13277516566038455,1.0,0.44831507952058436,0.44831507952058436,0.13277516566038455
0.0,v4.2_candidate_D,ETH_3y_recent,0.1,2025-01-07,2025-05-09,0.10713074525027155,-0.45518584363807,0.0026878503078491224,1.0,0.007860791859300047,0.007860791859300047,0.0026878503078491224
0.0,v4.2_candidate_D,ETH_3y_recent,0.1,2025-06-05,2025-06-08,0.10315310973007386,0.37150453590395105,0.0913534801024284,1.0,0.3016717065599456,0.3016717065599456,0.08923033898272527
0.0,v4.2_candidate_D,ETH_3y_recent,0.1,2025-06-13,2025-07-09,0.10895105989011633,0.20979284665923453,0.04623283340750538,1.0,0.15726910482223383,0.15726910482223383,0.04794572876157848
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2021-05-19,2021-07-31,0.0554744049753042,-0.3298036698055859,0.0046186642858642565,1.0,0.010616746770414938,0.010616746770414938,0.004686403433171878
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2021-08-03,2021-08-03,0.053020746663100304,0.37712403971348923,0.12815617715741182,1.0,0.30791559968165466,0.30791559968165466,0.12815617715741182
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2021-09-07,2021-09-07,0.05328088948350396,0.4310913129854109,0.2060060496700441,1.0,0.3678792366504566,0.3678792366504566,0.13504313849667768
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2021-09-09,2021-10-19,0.07076456595892111,0.25567862955500364,0.0956386412736165,1.0,0.2441349139516154,0.2441349139516154,0.09550969531333418
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2021-10-22,2021-10-22,0.05434117932759874,0.6045718276890182,0.2239688977035024,1.0,0.5606353640989091,0.5606353640989091,0.2239688977035024
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2021-10-27,2021-10-27,0.059870299128529814,0.48037705919199636,0.15497833232266314,1.0,0.422641176879996,0.422641176879996,0.15497833232266314
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2021-11-16,2024-02-26,0.1420815497821023,0.00268611983605648,0.06019651532685092,1.0,0.17536370886267877,0.17536370886267877,0.05999848454786417
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2024-03-16,2025-07-16,0.11400491642840827,-0.03505345419827825,0.054224079692321125,1.0,0.15906655929760818,0.15906655929760818,0.054303398509408955
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-08-02,2025-08-02,0.05111829192214179,0.6070966702963483,0.19707131460861874,1.0,0.5634407447737203,0.5634407447737203,0.19707131460861874
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-08-19,2025-08-19,0.05669846432166903,0.6254927849593537,0.20613486024480585,1.0,0.5838808721770596,0.5838808721770596,0.20613486024480585
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-08-21,2025-08-21,0.051169848035236054,0.6681641174077375,0.2403187016577182,1.0,0.6312934637863751,0.6312934637863751,0.2403187016577182
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-08-25,2025-08-25,0.05087043508417799,0.5457431882242483,0.18927619580466756,1.0,0.49527020913805364,0.49527020913805364,0.18927619580466756
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-08-29,2025-09-11,0.05786136489820637,0.4810215739457739,0.16024387199723625,1.0,0.4233573043841933,0.4233573043841933,0.1619155765000951
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-09-15,2025-09-16,0.0514493482673718,0.5470836985692547,0.1960023700860523,1.0,0.4967596650769496,0.4967596650769496,0.1960023700860523
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-09-19,2026-05-16,0.09559686116999566,-0.23403450595158323,0.019045155414294388,1.0,0.04761771212345734,0.04761771212345734,0.01885575988647031
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2022-08-03,2022-08-04,0.10064725405850106,0.2556023118208729,0.05724762361760219,1.0,0.17289145757874763,0.17289145757874763,0.053187547272104035
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2022-08-06,2022-08-06,0.10004624627629777,0.363875356968544,0.09254963493420733,1.0,0.29319484107616,0.29319484107616,0.09254963493420733
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2022-08-09,2022-08-09,0.10123150644281165,0.36288214519741185,0.0901904718767713,1.0,0.2920912724415687,0.2920912724415687,0.0901904718767713
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2022-08-19,2023-01-13,0.13084034300447434,-0.15582620133794503,0.019025123129940324,1.0,0.05911479261271626,0.05911479261271626,0.01902697177955662
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-01-18,2023-01-19,0.10715188482646376,0.7438114191422958,0.25087289576896565,1.0,0.7153460212692175,0.7153460212692175,0.25087289576896565
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-01-24,2023-01-24,0.10100470727148447,0.6424767331966584,0.18191326178912892,1.0,0.6027519257740649,0.6027519257740649,0.18191326178912892
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-01-28,2023-01-28,0.10018029075285495,0.6424149924110027,0.19497351984250835,1.0,0.6026833249011142,0.6026833249011142,0.19497351984250835
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-01-30,2023-01-31,0.10275696780357813,0.5665005078882753,0.15394403589822203,1.0,0.5183338976536392,0.5183338976536392,0.15394403589822203
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-02-09,2023-04-12,0.12026534639271891,0.3765280578263585,0.10443875837220673,1.0,0.3361129440538659,0.3361129440538659,0.10408056166682675
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-04-19,2023-12-04,0.1420815497821023,0.013796409685537145,0.04794487333055948,1.0,0.14615452281860217,0.14615452281860217,0.04726769639079768
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-12-06,2023-12-06,0.10622588596797766,0.739917918083134,0.24830346783416807,1.0,0.71101990898126,0.71101990898126,0.24830346783416807
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-12-11,2024-02-13,0.12058936742371296,0.39815228723698926,0.11459258719893545,1.0,0.3513743702192787,0.3513743702192787,0.11457037746427798
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2024-06-11,2024-11-08,0.11400491642840827,-0.23195036172139458,0.009362704726172207,1.0,0.02725305162360651,0.02725305162360651,0.009429900546334483
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2024-11-14,2024-11-17,0.10444020916572683,0.5436227656722172,0.15051944692107874,1.0,0.49291418408024135,0.49291418408024135,0.15051944692107874
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2024-11-19,2024-11-20,0.10551516719310583,0.503483571568526,0.13277516566038455,1.0,0.44831507952058436,0.44831507952058436,0.13277516566038455
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2025-01-07,2025-05-09,0.10713074525027155,-0.45518584363807,0.0026878503078491224,1.0,0.007860791859300047,0.007860791859300047,0.0026878503078491224
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2025-06-05,2025-06-08,0.10315310973007386,0.37150453590395105,0.0913534801024284,1.0,0.3016717065599456,0.3016717065599456,0.08923033898272527
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2025-06-13,2025-07-09,0.10895105989011633,0.20979284665923453,0.04623283340750538,1.0,0.15726910482223383,0.15726910482223383,0.04794572876157848
0.0,v4.2_candidate_E,ETH_extra_early_2y,0.05,2021-09-07,2021-09-07,0.05323850468513003,0.4310913129854109,0.2056857035811775,0.9993468349698396,0.3678792366504566,0.3676389507977544,0.13498173912766792
