diagnostic_type,state_mode,fee_rate,strategy_name,segment_name,segment_start_date,segment_end_date,segment_days,segment_total_return,segment_annualized_return,segment_max_drawdown,segment_sharpe,segment_total_turnover,segment_average_exposure,segment_total_fee_cost,segment_trade_count,segment_average_drawdown,segment_pct_position_gt_0,segment_pct_position_gt_0_05,segment_pct_position_gt_0_10,segment_pct_position_gt_0_20,segment_pct_rho_gt_0_5,segment_trend_persistence_gate_mean,segment_trend_persistence_gate_median,segment_pct_gate_eq_0,segment_pct_gate_gt_0,segment_pct_gate_gt_0_5,segment_base_exposure_C_mean,segment_base_exposure_E_mean,segment_exposure_reduction_from_gate_mean,gross_position_return,net_strategy_return,total_fee_cost,fee_drag,average_position_when_market_return_negative,average_position_when_market_return_positive,total_pnl_from_negative_return_days,total_pnl_from_positive_return_days
segment_metrics,continuous_state_segment_metrics,0.0,v4.2_candidate_E,ETH_extra_early_2y,2021-05-18,2023-05-17,730,-0.055854478230751514,-0.028328490811195706,0.13576499367340533,-0.31643618984026123,8.852331109815234,0.05095069864046449,0.0,256.0,0.08090291917651997,0.33424657534246577,0.27123287671232876,0.20136986301369864,0.10821917808219178,0.3726027397260274,0.26430159329244296,0.0,0.6438356164383562,0.3561643835616438,0.2821917808219178,0.17986322364883964,0.1347787210509038,0.0450845025979358,,,,,,,,
pnl_attribution,continuous_state_segment_metrics,0.0,v4.2_candidate_E,ETH_extra_early_2y,2021-05-18,2023-05-17,730,,,,,,,,,,,,,,,,,,,,,,,-0.05096324925836818,-0.055854478230751514,0.0,0.004891228972383331,0.05729271165477218,0.044677808383805924,-0.5535351804322446,0.5025719311738766
segment_metrics,continuous_state_segment_metrics,0.0,v4.2_candidate_E,ETH_3y_recent,2023-05-18,2026-05-16,1095,0.12304620271385236,0.03943947936322734,0.13546680210361584,0.5268604741060143,11.474467810847756,0.0581242501476138,0.0,380.0,0.0956142779096169,0.3278538812785388,0.27945205479452057,0.24292237442922374,0.11598173515981736,0.5853881278538813,0.27257113743854566,0.0,0.6566210045662101,0.34337899543378997,0.28036529680365296,0.19936731330664165,0.1564662649246323,0.042901048382009366,,,,,,,,
pnl_attribution,continuous_state_segment_metrics,0.0,v4.2_candidate_E,ETH_3y_recent,2023-05-18,2026-05-16,1095,,,,,,,,,,,,,,,,,,,,,,,0.1254573457996404,0.12304620271385236,0.0,0.002411143085788048,0.05707188707722825,0.0591444366493005,-0.7219397852586353,0.8473971310582757
segment_metrics,continuous_state_segment_metrics,0.0,v4.2_candidate_E,ETH_5y_full,2021-05-18,2026-05-16,1825,0.060319043032243336,0.011782846584305284,0.13576499367340533,0.18657127789397238,20.326798920662988,0.05525482954475407,0.0,636.0,0.08972973441637815,0.3304109589041096,0.27616438356164386,0.2263013698630137,0.11287671232876713,0.5002739726027398,0.2692633197801046,0.0,0.6515068493150685,0.34849315068493153,0.2810958904109589,0.19156567744352085,0.1477912473751409,0.04377443006837994,,,,,,,,
pnl_attribution,continuous_state_segment_metrics,0.0,v4.2_candidate_E,ETH_5y_full,2021-05-18,2026-05-16,1825,,,,,,,,,,,,,,,,,,,,,,,0.07449409654127223,0.060319043032243336,0.0,0.014175053509028895,0.057160755504776416,0.05339226701394133,-1.2754749656908801,1.3499690622321523
segment_metrics,continuous_state_segment_metrics,0.0,true_buy_and_hold,ETH_extra_early_2y,2021-05-18,2023-05-17,730,-0.44490039634304246,-0.25494993211398365,0.7930253453633334,0.10274739407227075,0.0,1.0,0.0,0.0,0.46977675565264493,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
pnl_attribution,continuous_state_segment_metrics,0.0,true_buy_and_hold,ETH_extra_early_2y,2021-05-18,2023-05-17,730,,,,,,,,,,,,,,,,,,,,,,,0.17896882028160732,-0.44490039634304246,0.0,0.6238692166246498,1.0,1.0,-11.730490544480467,11.909459364762077
segment_metrics,continuous_state_segment_metrics,0.0,true_buy_and_hold,ETH_3y_recent,2023-05-18,2026-05-16,1095,0.19790134568524587,0.06203872075346961,0.6935490580243677,0.41454423275220087,0.0,1.0,0.0,0.0,0.43510677486409105,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
pnl_attribution,continuous_state_segment_metrics,0.0,true_buy_and_hold,ETH_3y_recent,2023-05-18,2026-05-16,1095,,,,,,,,,,,,,,,,,,,,,,,0.8087453625948278,0.19790134568524587,0.0,0.6108440169095819,1.0,1.0,-12.378185469971548,13.186930832566375
