fee_rate,strategy_name,segment_name,horizon,diagnostic,value,count
0.0,v4.1_default,ETH_extra_early_2y,1d,pct_days_tau_gt_0_and_forward_negative,0.2410958904109589,176
0.0,v4.1_default,ETH_extra_early_2y,1d,pct_days_tau_gt_0_1_and_forward_negative,0.12054794520547946,88
0.0,v4.1_default,ETH_extra_early_2y,1d,pct_days_tau_gt_0_25_and_forward_negative,0.0,0
0.0,v4.1_default,ETH_extra_early_2y,1d,pct_days_position_gt_0_05_and_forward_negative,0.11232876712328767,82
0.0,v4.1_default,ETH_extra_early_2y,1d,pct_days_position_gt_0_10_and_forward_negative,0.021917808219178082,16
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_le_0,0.00016544567672310367,386
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.0021681167839013673,183
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,-0.0019980676234151395,161
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,,0
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_gt_0_5,,0
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_eq_0,0.00016544567672310367,386
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_0_to_0_05,0.0015236235814206265,196
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.0017825194836056943,122
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_0_10_to_0_20,-0.016962350572085567,26
0.0,v4.1_default,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_gt_0_20,,0
0.0,v4.1_default,ETH_extra_early_2y,5d,pct_days_tau_gt_0_and_forward_negative,0.2219178082191781,162
0.0,v4.1_default,ETH_extra_early_2y,5d,pct_days_tau_gt_0_1_and_forward_negative,0.10136986301369863,74
0.0,v4.1_default,ETH_extra_early_2y,5d,pct_days_tau_gt_0_25_and_forward_negative,0.0,0
0.0,v4.1_default,ETH_extra_early_2y,5d,pct_days_position_gt_0_05_and_forward_negative,0.09315068493150686,68
0.0,v4.1_default,ETH_extra_early_2y,5d,pct_days_position_gt_0_10_and_forward_negative,0.024657534246575342,18
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_le_0,0.0011554012444437718,386
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.007518376098382746,183
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,-0.0020501422002292555,161
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,,0
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_gt_0_5,,0
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_eq_0,0.0011554012444437718,386
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_0_to_0_05,0.006083583248671314,196
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.01148412970857889,122
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_0_10_to_0_20,-0.05952523882381038,26
0.0,v4.1_default,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_gt_0_20,,0
0.0,v4.1_default,ETH_extra_early_2y,20d,pct_days_tau_gt_0_and_forward_negative,0.2356164383561644,172
0.0,v4.1_default,ETH_extra_early_2y,20d,pct_days_tau_gt_0_1_and_forward_negative,0.11232876712328767,82
0.0,v4.1_default,ETH_extra_early_2y,20d,pct_days_tau_gt_0_25_and_forward_negative,0.0,0
0.0,v4.1_default,ETH_extra_early_2y,20d,pct_days_position_gt_0_05_and_forward_negative,0.10410958904109589,76
0.0,v4.1_default,ETH_extra_early_2y,20d,pct_days_position_gt_0_10_and_forward_negative,0.024657534246575342,18
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_le_0,0.011277233472887477,386
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.020484266337438314,183
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,-0.012952010091170568,161
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,,0
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_gt_0_5,,0
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_eq_0,0.011277233472887477,386
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_0_to_0_05,0.016174952039445557,196
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.003547504944559862,122
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_0_10_to_0_20,-0.07460534953441854,26
0.0,v4.1_default,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_gt_0_20,,0
0.0,v4.1_default,ETH_3y_recent,1d,pct_days_tau_gt_0_and_forward_negative,0.24405850091407677,267
0.0,v4.1_default,ETH_3y_recent,1d,pct_days_tau_gt_0_1_and_forward_negative,0.11882998171846434,130
0.0,v4.1_default,ETH_3y_recent,1d,pct_days_tau_gt_0_25_and_forward_negative,0.018281535648994516,20
0.0,v4.1_default,ETH_3y_recent,1d,pct_days_position_gt_0_05_and_forward_negative,0.11243144424131626,123
0.0,v4.1_default,ETH_3y_recent,1d,pct_days_position_gt_0_10_and_forward_negative,0.031992687385740404,35
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_le_0,0.00038609852544798637,548
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_0_to_0_1,-0.0008473656898849185,269
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.0025391716212401,230
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,0.005381439136752826,47
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_gt_0_5,,0
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_eq_0,0.00038609852544798637,548
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_0_to_0_05,0.0005030977101370764,296
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.0004686905742034577,172
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_0_10_to_0_20,0.0038339049282777983,68
0.0,v4.1_default,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_gt_0_20,0.01187585056471031,10
0.0,v4.1_default,ETH_3y_recent,5d,pct_days_tau_gt_0_and_forward_negative,0.25412844036697246,277
0.0,v4.1_default,ETH_3y_recent,5d,pct_days_tau_gt_0_1_and_forward_negative,0.11834862385321102,129
0.0,v4.1_default,ETH_3y_recent,5d,pct_days_tau_gt_0_25_and_forward_negative,0.01651376146788991,18
0.0,v4.1_default,ETH_3y_recent,5d,pct_days_position_gt_0_05_and_forward_negative,0.10917431192660551,119
0.0,v4.1_default,ETH_3y_recent,5d,pct_days_position_gt_0_10_and_forward_negative,0.027522935779816515,30
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_le_0,0.0015915932218139796,546
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_0_to_0_1,-0.0011754132462001863,267
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.012208650055304584,230
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,0.014837293366012297,47
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_gt_0_5,,0
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_eq_0,0.0015915932218139796,546
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_0_to_0_05,0.0009635286668053079,294
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.006098467728555779,172
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_0_10_to_0_20,0.01904509881963107,68
0.0,v4.1_default,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_gt_0_20,0.056422636709991536,10
0.0,v4.1_default,ETH_3y_recent,20d,pct_days_tau_gt_0_and_forward_negative,0.26325581395348835,283
0.0,v4.1_default,ETH_3y_recent,20d,pct_days_tau_gt_0_1_and_forward_negative,0.11534883720930232,124
0.0,v4.1_default,ETH_3y_recent,20d,pct_days_tau_gt_0_25_and_forward_negative,0.01581395348837209,17
0.0,v4.1_default,ETH_3y_recent,20d,pct_days_position_gt_0_05_and_forward_negative,0.09953488372093024,107
0.0,v4.1_default,ETH_3y_recent,20d,pct_days_position_gt_0_10_and_forward_negative,0.026976744186046512,29
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_le_0,0.006532715102227909,546
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.0022094707126864874,252
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.04319624974207998,230
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,0.06558653267672694,47
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_gt_0_5,,0
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_eq_0,0.006532715102227909,546
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_0_to_0_05,0.002920758702269298,279
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.04035920122811201,172
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_0_10_to_0_20,0.09082678055433122,68
0.0,v4.1_default,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_gt_0_20,-0.035840427078136596,10
0.0,v4.1_default,ETH_5y_full,1d,pct_days_tau_gt_0_and_forward_negative,0.24287280701754385,443
0.0,v4.1_default,ETH_5y_full,1d,pct_days_tau_gt_0_1_and_forward_negative,0.11951754385964912,218
0.0,v4.1_default,ETH_5y_full,1d,pct_days_tau_gt_0_25_and_forward_negative,0.010964912280701754,20
0.0,v4.1_default,ETH_5y_full,1d,pct_days_position_gt_0_05_and_forward_negative,0.11239035087719298,205
0.0,v4.1_default,ETH_5y_full,1d,pct_days_position_gt_0_10_and_forward_negative,0.027960526315789474,51
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_tau:tau_le_0,0.0002949079477094374,934
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.0003735044267143963,452
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.000670896638146766,391
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,0.005381439136752826,47
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_tau:tau_gt_0_5,,0
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_position:position_eq_0,0.0002949079477094374,934
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_position:position_0_to_0_05,0.0009096486669898728,492
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.001013884883547243,294
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_position:position_0_10_to_0_20,-0.001918250848418452,94
0.0,v4.1_default,ETH_5y_full,1d,avg_forward_return_conditional_position:position_gt_0_20,0.01187585056471031,10
0.0,v4.1_default,ETH_5y_full,5d,pct_days_tau_gt_0_and_forward_negative,0.2412087912087912,439
0.0,v4.1_default,ETH_5y_full,5d,pct_days_tau_gt_0_1_and_forward_negative,0.11153846153846154,203
0.0,v4.1_default,ETH_5y_full,5d,pct_days_tau_gt_0_25_and_forward_negative,0.00989010989010989,18
0.0,v4.1_default,ETH_5y_full,5d,pct_days_position_gt_0_05_and_forward_negative,0.10274725274725274,187
0.0,v4.1_default,ETH_5y_full,5d,pct_days_position_gt_0_10_and_forward_negative,0.026373626373626374,48
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_tau:tau_le_0,0.001410938604576963,932
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.002360061087263539,450
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.006337382655967121,391
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,0.014837293366012297,47
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_tau:tau_gt_0_5,,0
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_position:position_eq_0,0.001410938604576963,932
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_position:position_0_to_0_05,0.0030115504995517103,490
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.008333334264483735,294
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_position:position_0_10_to_0_20,-0.0026871222306825257,94
0.0,v4.1_default,ETH_5y_full,5d,avg_forward_return_conditional_position:position_gt_0_20,0.056422636709991536,10
0.0,v4.1_default,ETH_5y_full,20d,pct_days_tau_gt_0_and_forward_negative,0.2520775623268698,455
0.0,v4.1_default,ETH_5y_full,20d,pct_days_tau_gt_0_1_and_forward_negative,0.11412742382271468,206
0.0,v4.1_default,ETH_5y_full,20d,pct_days_tau_gt_0_25_and_forward_negative,0.009418282548476454,17
0.0,v4.1_default,ETH_5y_full,20d,pct_days_position_gt_0_05_and_forward_negative,0.10138504155124654,183
0.0,v4.1_default,ETH_5y_full,20d,pct_days_position_gt_0_10_and_forward_negative,0.0260387811634349,47
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_tau:tau_le_0,0.008497719491792923,932
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.009897488182409667,435
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.020076378046035643,391
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,0.06558653267672694,47
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_tau:tau_gt_0_5,,0
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_position:position_eq_0,0.008497719491792923,932
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_position:position_0_to_0_05,0.008389857426662027,475
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.025083599368950917,294
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_position:position_0_10_to_0_20,0.045068957338294045,94
0.0,v4.1_default,ETH_5y_full,20d,avg_forward_return_conditional_position:position_gt_0_20,-0.035840427078136596,10
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,pct_days_tau_gt_0_and_forward_negative,0.2410958904109589,176
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,pct_days_tau_gt_0_1_and_forward_negative,0.20821917808219179,152
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,pct_days_tau_gt_0_25_and_forward_negative,0.18904109589041096,138
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,pct_days_position_gt_0_05_and_forward_negative,0.20136986301369864,147
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,pct_days_position_gt_0_10_and_forward_negative,0.17123287671232876,125
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_le_0,0.00016544567672310367,386
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.0002962190454554837,43
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.011340102371093962,40
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,-0.0024545920515099164,114
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_tau:tau_gt_0_5,-0.000758105686000688,147
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_eq_0,0.00016544567672310367,386
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_0_to_0_05,0.0004323694726843598,56
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.006171140460212306,53
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_0_10_to_0_20,-0.0030761553466662392,120
0.0,v4.2_candidate_A,ETH_extra_early_2y,1d,avg_forward_return_conditional_position:position_gt_0_20,0.0008081042680216091,115
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,pct_days_tau_gt_0_and_forward_negative,0.2219178082191781,162
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,pct_days_tau_gt_0_1_and_forward_negative,0.18493150684931506,135
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,pct_days_tau_gt_0_25_and_forward_negative,0.16575342465753426,121
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,pct_days_position_gt_0_05_and_forward_negative,0.17945205479452056,131
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,pct_days_position_gt_0_10_and_forward_negative,0.1506849315068493,110
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_le_0,0.0011554012444437718,386
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_0_to_0_1,-0.010322698181088125,43
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.02915579996895711,40
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,0.0033996087740917795,114
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_tau:tau_gt_0_5,-0.00043620030918929014,147
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_eq_0,0.0011554012444437718,386
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_0_to_0_05,0.0011115404362171419,56
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.006502800166160944,53
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_0_10_to_0_20,-0.0015716800250565488,120
0.0,v4.2_candidate_A,ETH_extra_early_2y,5d,avg_forward_return_conditional_position:position_gt_0_20,0.007195624882949809,115
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,pct_days_tau_gt_0_and_forward_negative,0.2356164383561644,172
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,pct_days_tau_gt_0_1_and_forward_negative,0.20410958904109588,149
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,pct_days_tau_gt_0_25_and_forward_negative,0.17397260273972603,127
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,pct_days_position_gt_0_05_and_forward_negative,0.19726027397260273,144
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,pct_days_position_gt_0_10_and_forward_negative,0.15616438356164383,114
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_le_0,0.011277233472887477,386
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.0033564999376099742,43
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.03447309580207243,40
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,0.011272018072764995,114
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_tau:tau_gt_0_5,-0.007788546085867925,147
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_eq_0,0.011277233472887477,386
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_0_to_0_05,0.018742302351994755,56
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_0_05_to_0_10,-0.0047665072120466395,53
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_0_10_to_0_20,0.001877879053003916,120
0.0,v4.2_candidate_A,ETH_extra_early_2y,20d,avg_forward_return_conditional_position:position_gt_0_20,0.0055744137325134425,115
0.0,v4.2_candidate_A,ETH_3y_recent,1d,pct_days_tau_gt_0_and_forward_negative,0.24405850091407677,267
0.0,v4.2_candidate_A,ETH_3y_recent,1d,pct_days_tau_gt_0_1_and_forward_negative,0.21663619744058502,237
0.0,v4.2_candidate_A,ETH_3y_recent,1d,pct_days_tau_gt_0_25_and_forward_negative,0.17824497257769653,195
0.0,v4.2_candidate_A,ETH_3y_recent,1d,pct_days_position_gt_0_05_and_forward_negative,0.20292504570383912,222
0.0,v4.2_candidate_A,ETH_3y_recent,1d,pct_days_position_gt_0_10_and_forward_negative,0.16087751371115175,176
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_le_0,0.00038609852544798637,548
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_0_to_0_1,-3.435486993658912e-05,65
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,-0.00028945258061500366,85
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,-0.00021551620125283857,141
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_tau:tau_gt_0_5,0.0026126276941504573,255
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_eq_0,0.00038609852544798637,548
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_0_to_0_05,0.0017607696069910838,97
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_0_05_to_0_10,-0.003370100060926904,84
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_0_10_to_0_20,0.0026864553873134204,187
0.0,v4.2_candidate_A,ETH_3y_recent,1d,avg_forward_return_conditional_position:position_gt_0_20,0.0012299007727285276,178
0.0,v4.2_candidate_A,ETH_3y_recent,5d,pct_days_tau_gt_0_and_forward_negative,0.25412844036697246,277
0.0,v4.2_candidate_A,ETH_3y_recent,5d,pct_days_tau_gt_0_1_and_forward_negative,0.23027522935779818,251
0.0,v4.2_candidate_A,ETH_3y_recent,5d,pct_days_tau_gt_0_25_and_forward_negative,0.18807339449541285,205
0.0,v4.2_candidate_A,ETH_3y_recent,5d,pct_days_position_gt_0_05_and_forward_negative,0.21651376146788992,236
0.0,v4.2_candidate_A,ETH_3y_recent,5d,pct_days_position_gt_0_10_and_forward_negative,0.1724770642201835,188
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_le_0,0.0015915932218139796,546
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.014003742716204677,63
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,-0.004221938877978432,85
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,-0.006180333306950513,141
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_tau:tau_gt_0_5,0.0138806391136254,255
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_eq_0,0.0015915932218139796,546
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_0_to_0_05,0.010986752480343899,95
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.001892725675874445,84
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_0_10_to_0_20,-0.0031959524626805178,187
0.0,v4.2_candidate_A,ETH_3y_recent,5d,avg_forward_return_conditional_position:position_gt_0_20,0.01453044737248492,178
0.0,v4.2_candidate_A,ETH_3y_recent,20d,pct_days_tau_gt_0_and_forward_negative,0.26325581395348835,283
0.0,v4.2_candidate_A,ETH_3y_recent,20d,pct_days_tau_gt_0_1_and_forward_negative,0.2297674418604651,247
0.0,v4.2_candidate_A,ETH_3y_recent,20d,pct_days_tau_gt_0_25_and_forward_negative,0.1841860465116279,198
0.0,v4.2_candidate_A,ETH_3y_recent,20d,pct_days_position_gt_0_05_and_forward_negative,0.2102325581395349,226
0.0,v4.2_candidate_A,ETH_3y_recent,20d,pct_days_position_gt_0_10_and_forward_negative,0.17209302325581396,185
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_le_0,0.006532715102227909,546
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_0_to_0_1,0.028901515619945556,61
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_0_1_to_0_25,0.006849881262735867,77
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_0_25_to_0_5,-0.013922127234640761,136
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_tau:tau_gt_0_5,0.05167634152919749,255
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_eq_0,0.006532715102227909,546
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_0_to_0_05,0.017619895330965127,91
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_0_05_to_0_10,0.0243554184439785,78
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_0_10_to_0_20,0.0003426802733283459,182
0.0,v4.2_candidate_A,ETH_3y_recent,20d,avg_forward_return_conditional_position:position_gt_0_20,0.05623028186846994,178
0.0,v4.2_candidate_A,ETH_5y_full,1d,pct_days_tau_gt_0_and_forward_negative,0.24287280701754385,443
0.0,v4.2_candidate_A,ETH_5y_full,1d,pct_days_tau_gt_0_1_and_forward_negative,0.21326754385964913,389
0.0,v4.2_candidate_A,ETH_5y_full,1d,pct_days_tau_gt_0_25_and_forward_negative,0.1825657894736842,333
0.0,v4.2_candidate_A,ETH_5y_full,1d,pct_days_position_gt_0_05_and_forward_negative,0.20230263157894737,369
