fee_rate,strategy_name,segment_name,drawdown_threshold,episode_start_date,episode_end_date,max_drawdown_in_episode,average_tau_during_episode,average_position_during_episode,average_base_exposure_during_episode,average_unsmoothed_target_during_episode,average_market_risk_multiplier_during_episode,average_portfolio_risk_multiplier_during_episode,days_until_position_halved_from_episode_start,days_until_position_below_0_05_from_episode_start
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-08-19,2025-08-19,0.05669846432166903,0.6254927849593537,0.20613486024480585,0.5838808721770596,0.20613486024480585,0.5,0.7873807587937411,,
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-08-21,2025-08-21,0.051169848035236054,0.6681641174077375,0.2403187016577182,0.6312934637863751,0.2403187016577182,0.5,0.8081130698678648,,
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-08-25,2025-08-25,0.05087043508417799,0.5457431882242483,0.18927619580466756,0.49527020913805364,0.18927619580466756,0.5,0.8092358684343326,,
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-08-29,2025-09-11,0.05786136489820637,0.4810215739457739,0.16024387199723625,0.4233573043841933,0.1619155765000951,0.5,0.7943171127971744,,
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-09-15,2025-09-16,0.0514493482673718,0.5470836985692547,0.1960023700860523,0.4967596650769496,0.1960023700860523,0.5,0.8088434395185271,,
0.0,v4.2_candidate_D,ETH_5y_full,0.05,2025-09-19,2026-05-16,0.09559686116999566,-0.23403450595158323,0.019045155414294388,0.04761771212345734,0.01885575988647031,0.5213590901846906,0.7098786598382686,3.0,3.0
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2022-08-03,2022-08-04,0.10064725405850106,0.2556023118208729,0.05724762361760219,0.17289145757874763,0.053187547272104035,0.5,0.6232612298501378,,1.0
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2022-08-06,2022-08-06,0.10004624627629777,0.363875356968544,0.09254963493420733,0.29319484107616,0.09254963493420733,0.5,0.6248265764638834,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2022-08-09,2022-08-09,0.10123150644281165,0.36288214519741185,0.0901904718767713,0.2920912724415687,0.0901904718767713,0.5,0.6203818508394563,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2022-08-19,2023-01-13,0.13084034300447434,-0.15582620133794503,0.019025123129940324,0.05911479261271626,0.01902697177955662,0.5153787455892491,0.5413738472343604,0.0,0.0
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-01-18,2023-01-19,0.10715188482646376,0.7438114191422958,0.25087289576896565,0.7153460212692175,0.25087289576896565,0.5588362485416207,0.6083661174740134,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-01-24,2023-01-24,0.10100470727148447,0.6424767331966584,0.18191326178912892,0.6027519257740649,0.18191326178912892,0.5087367519129372,0.6212323477319333,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-01-28,2023-01-28,0.10018029075285495,0.6424149924110027,0.19497351984250835,0.6026833249011142,0.19497351984250835,0.5432785579951929,0.624323909676794,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-01-30,2023-01-31,0.10275696780357813,0.5665005078882753,0.15394403589822203,0.5183338976536392,0.15394403589822203,0.5022546066056285,0.6176185750764208,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-02-09,2023-04-12,0.12026534639271891,0.3765280578263585,0.10443875837220673,0.3361129440538659,0.10408056166682675,0.5294299629078405,0.5759875152094681,1.0,1.0
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-04-19,2023-12-04,0.1420815497821023,0.013796409685537145,0.04794487333055948,0.14615452281860217,0.04726769639079768,0.6457170735327521,0.5083639323785075,2.0,2.0
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-12-06,2023-12-06,0.10622588596797766,0.739917918083134,0.24830346783416807,0.71101990898126,0.24830346783416807,0.5690679310514772,0.6016529276200837,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2023-12-11,2024-02-13,0.12058936742371296,0.39815228723698926,0.11459258719893545,0.3513743702192787,0.11457037746427798,0.5491255012783344,0.5746829304745332,23.0,23.0
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2024-06-11,2024-11-08,0.11400491642840827,-0.23195036172139458,0.009362704726172207,0.02725305162360651,0.009429900546334483,0.5376270861371447,0.596943256086922,0.0,0.0
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2024-11-14,2024-11-17,0.10444020916572683,0.5436227656722172,0.15051944692107874,0.49291418408024135,0.15051944692107874,0.5,0.6128972643054946,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2024-11-19,2024-11-20,0.10551516719310583,0.503483571568526,0.13277516566038455,0.44831507952058436,0.13277516566038455,0.5,0.6071861932191244,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2025-01-07,2025-05-09,0.10713074525027155,-0.45518584363807,0.0026878503078491224,0.007860791859300047,0.0026878503078491224,0.500476035788916,0.5988824782650398,0.0,0.0
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2025-06-05,2025-06-08,0.10315310973007386,0.37150453590395105,0.0913534801024284,0.3016717065599456,0.08923033898272527,0.5,0.6189164278684784,,
0.0,v4.2_candidate_D,ETH_5y_full,0.1,2025-06-13,2025-07-09,0.10895105989011633,0.20979284665923453,0.04623283340750538,0.15726910482223383,0.04794572876157848,0.5,0.6053238337407927,7.0,7.0
0.001,v4.1_default,ETH_extra_early_2y,0.05,2022-11-08,2023-01-08,0.05046249707664918,-0.04811178926561567,0.0007318353628078385,0.0014268447701443203,0.0007318353628078385,0.5159416498167242,0.8112404764112233,0.0,0.0
0.001,v4.1_default,ETH_3y_recent,0.05,2023-06-28,2023-06-29,0.0501655520647718,0.015530443508624172,0.0076905673254563205,0.015530443508624172,0.0076905673254563205,0.6088143247964386,0.8119969215778684,,0.0
0.001,v4.1_default,ETH_3y_recent,0.05,2023-07-05,2023-11-04,0.0549427250481066,-0.04015909256424646,0.011611016150335928,0.020618414114838786,0.011611016150335928,0.6985776538185507,0.8003375644317684,1.0,0.0
0.001,v4.1_default,ETH_5y_full,0.05,2022-11-08,2023-01-08,0.05046249707664918,-0.04811178926561567,0.0007318353628078385,0.0014268447701443203,0.0007318353628078385,0.5159416498167242,0.8112404764112233,0.0,0.0
0.001,v4.1_default,ETH_5y_full,0.05,2023-06-28,2023-06-29,0.0501655520647718,0.015530443508624172,0.0076905673254563205,0.015530443508624172,0.0076905673254563205,0.6088143247964386,0.8119969215778684,,0.0
0.001,v4.1_default,ETH_5y_full,0.05,2023-07-05,2023-11-04,0.0549427250481066,-0.04015909256424646,0.011611016150335928,0.020618414114838786,0.011611016150335928,0.6985776538185507,0.8003375644317684,1.0,0.0
0.001,v4.2_candidate_A,ETH_extra_early_2y,0.05,2021-05-19,2021-07-30,0.05589456249590974,-0.3401623463024371,0.004672242909404745,0.010694460554042282,0.004672242909404745,0.5,0.7908764733524658,0.0,0.0
0.001,v4.2_candidate_A,ETH_extra_early_2y,0.05,2021-08-03,2021-08-03,0.05023925684101738,0.37712403971348923,0.159059381257488,0.37712403971348923,0.159059381257488,0.5,0.8118823316091314,,
0.001,v4.2_candidate_A,ETH_extra_early_2y,0.05,2021-09-07,2021-10-19,0.07684187860092029,0.26490443217061294,0.11679411098300801,0.30161073878937533,0.11542660652363985,0.5,0.7450152310784773,3.0,13.0
0.001,v4.2_candidate_A,ETH_extra_early_2y,0.05,2021-10-21,2021-10-22,0.05708459333040117,0.631767002998231,0.25644569726322786,0.631767002998231,0.25644569726322786,0.5,0.7958748896350791,,
0.001,v4.2_candidate_A,ETH_extra_early_2y,0.05,2021-10-24,2021-10-24,0.051988244609184164,0.6466049280686333,0.2627257186780946,0.6466049280686333,0.2627257186780946,0.5,0.8051798337599333,,
0.001,v4.2_candidate_A,ETH_extra_early_2y,0.05,2021-10-27,2021-10-27,0.06284987778548912,0.48037705919199636,0.1736867612159737,0.48037705919199636,0.1736867612159737,0.5,0.7646442993984466,,
0.001,v4.2_candidate_A,ETH_extra_early_2y,0.05,2021-11-16,2023-05-17,0.1439708129364582,-0.06907952624799414,0.052832241559573945,0.1677256191663429,0.05282135282211772,0.5126153288649414,0.5851142009269269,2.0,2.0
